gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,ENTREZID
TGFB1I1,2.81E-97,0.373805497,0.555,0.262,6.29E-93,EMP-pre-MC,7041
CALCOCO1,4.79E-97,0.267597109,0.499,0.215,1.07E-92,EMP-pre-MC,57658
CCPG1,3.05E-96,0.310324728,0.518,0.238,6.82E-92,EMP-pre-MC,9236
CTSZ,1.86E-95,0.651450644,0.766,0.568,4.17E-91,EMP-pre-MC,1522
HEMGN,1.90E-95,0.317617502,0.406,0.136,4.25E-91,EMP-pre-MC,55363
IQGAP2,2.53E-95,0.523546029,0.894,0.716,5.66E-91,EMP-pre-MC,10788
RIPOR2,3.30E-95,0.278347597,0.375,0.119,7.38E-91,EMP-pre-MC,9750
NDUFAF3,4.42E-95,0.34969875,0.945,0.836,9.89E-91,EMP-pre-MC,25915
LRRC8B,8.54E-95,0.347701261,0.673,0.419,1.91E-90,EMP-pre-MC,23507
DNAAF3,1.07E-94,0.335540786,0.538,0.231,2.39E-90,EMP-pre-MC,352909
LYVE1,4.32E-94,0.276986181,0.186,0.023,9.67E-90,EMP-pre-MC,10894
C11orf21,4.73E-94,0.267187252,0.587,0.294,1.06E-89,EMP-pre-MC,29125
GOLGA2,1.13E-93,0.308011524,0.613,0.343,2.54E-89,EMP-pre-MC,2801
PTTG1IP,1.24E-93,0.351186639,0.903,0.756,2.77E-89,EMP-pre-MC,754
BTK,2.13E-93,0.381671981,0.855,0.673,4.76E-89,EMP-pre-MC,695
NID1,2.44E-92,0.27885504,0.588,0.29,5.46E-88,EMP-pre-MC,4811
TXNIP,6.05E-92,0.465603673,0.872,0.667,1.35E-87,EMP-pre-MC,10628
DAD1,1.05E-91,0.39077302,0.984,0.908,2.34E-87,EMP-pre-MC,1603
UBE2F,1.36E-91,0.376763799,0.856,0.736,3.04E-87,EMP-pre-MC,140739
TLNRD1,3.72E-91,0.493945311,0.791,0.608,8.32E-87,EMP-pre-MC,59274
CARD19,5.97E-91,0.438253731,0.774,0.616,1.34E-86,EMP-pre-MC,84270
ZMYND8,9.83E-91,0.33766666,0.921,0.756,2.20E-86,EMP-pre-MC,23613
SLC44A1,1.82E-90,0.37140584,0.83,0.622,4.07E-86,EMP-pre-MC,23446
ATP6V1A,3.31E-90,0.288916115,0.78,0.547,7.42E-86,EMP-pre-MC,523
TOP1,3.38E-90,0.331322433,0.967,0.886,7.56E-86,EMP-pre-MC,7150
ETFA,5.73E-89,0.370720122,0.938,0.82,1.28E-84,EMP-pre-MC,2108
SELENOT,6.59E-89,0.32549322,0.916,0.783,1.47E-84,EMP-pre-MC,51714
FHL2,9.69E-89,0.325002411,0.612,0.327,2.17E-84,EMP-pre-MC,2274
CGRRF1,7.26E-88,0.272696845,0.613,0.346,1.63E-83,EMP-pre-MC,10668
GSTO1,8.63E-88,0.400740076,0.976,0.869,1.93E-83,EMP-pre-MC,9446
IRS2,9.43E-88,0.28196254,0.44,0.176,2.11E-83,EMP-pre-MC,8660
PHKB,3.62E-87,0.31043596,0.739,0.523,8.10E-83,EMP-pre-MC,5257
TTC7B,6.91E-87,0.267427421,0.578,0.304,1.55E-82,EMP-pre-MC,145567
TBXA2R,7.37E-87,0.256370918,0.555,0.279,1.65E-82,EMP-pre-MC,6915
MAVS,1.05E-86,0.308181248,0.749,0.537,2.35E-82,EMP-pre-MC,57506
RTL8C,1.71E-86,0.258647018,0.747,0.529,3.82E-82,EMP-pre-MC,8933
YPEL5,1.14E-85,0.274336051,0.72,0.473,2.56E-81,EMP-pre-MC,51646
LASP1,5.21E-85,0.355934175,0.724,0.53,1.17E-80,EMP-pre-MC,3927
MYH9,5.97E-85,0.494910377,0.727,0.517,1.34E-80,EMP-pre-MC,4627
UBE2H,6.16E-85,0.323864643,0.612,0.355,1.38E-80,EMP-pre-MC,7328
PIP4P2,8.39E-85,0.257975499,0.592,0.327,1.88E-80,EMP-pre-MC,55529
MICU1,1.08E-84,0.290152416,0.708,0.471,2.42E-80,EMP-pre-MC,10367
SNAP29,5.88E-84,0.27564139,0.852,0.683,1.32E-79,EMP-pre-MC,9342
PNRC1,6.08E-84,0.341799899,0.815,0.604,1.36E-79,EMP-pre-MC,10957
KLHDC3,7.87E-84,0.338296826,0.919,0.803,1.76E-79,EMP-pre-MC,116138
EMC3,9.67E-84,0.371178711,0.729,0.512,2.16E-79,EMP-pre-MC,55831
VAMP2,1.21E-83,0.296529865,0.857,0.674,2.72E-79,EMP-pre-MC,6844
SLC10A3,1.35E-83,0.278884973,0.499,0.241,3.02E-79,EMP-pre-MC,8273
LINC01089,3.00E-83,0.299244105,0.654,0.419,6.71E-79,EMP-pre-MC,338799
RIPOR3,1.79E-82,0.275501299,0.515,0.247,4.00E-78,EMP-pre-MC,140876
RNF24,9.18E-82,0.310864035,0.703,0.483,2.05E-77,EMP-pre-MC,11237
STK4,4.56E-81,0.320648419,0.808,0.649,1.02E-76,EMP-pre-MC,6789
ARMCX6,1.05E-80,0.312310765,0.771,0.585,2.34E-76,EMP-pre-MC,54470
DNAJB6,2.02E-80,0.338510918,0.906,0.784,4.52E-76,EMP-pre-MC,10049
GTF2B,4.70E-80,0.294220385,0.663,0.421,1.05E-75,EMP-pre-MC,2959
CD55,8.12E-80,0.312565121,0.594,0.336,1.82E-75,EMP-pre-MC,1604
NENF,1.70E-79,0.587908546,0.925,0.821,3.81E-75,EMP-pre-MC,29937
LEPROT,2.18E-79,0.292671482,0.869,0.692,4.87E-75,EMP-pre-MC,54741
TP53INP1,1.07E-78,0.251568082,0.422,0.174,2.40E-74,EMP-pre-MC,94241
G6PD,1.29E-78,0.290926306,0.755,0.558,2.88E-74,EMP-pre-MC,2539
GPSM3,1.54E-78,0.325511387,0.896,0.777,3.45E-74,EMP-pre-MC,63940
GNB5,2.50E-78,0.273210889,0.415,0.171,5.60E-74,EMP-pre-MC,10681
UBL4A,2.55E-78,0.292138188,0.71,0.488,5.71E-74,EMP-pre-MC,8266
PFN1,3.52E-78,0.266162527,1,0.995,7.87E-74,EMP-pre-MC,5216
ATP6V0A1,2.78E-77,0.273399176,0.605,0.365,6.21E-73,EMP-pre-MC,535
TRAM2,5.61E-77,0.268658974,0.445,0.205,1.26E-72,EMP-pre-MC,9697
HIGD1A,1.01E-76,0.312404092,0.857,0.716,2.27E-72,EMP-pre-MC,25994
UBXN6,1.49E-76,0.288138276,0.65,0.436,3.34E-72,EMP-pre-MC,80700
SAV1,1.88E-76,0.350754609,0.556,0.328,4.20E-72,EMP-pre-MC,60485
ESAM,1.89E-76,0.352036968,0.772,0.554,4.23E-72,EMP-pre-MC,90952
BTG2,1.31E-75,0.399367332,0.628,0.368,2.94E-71,EMP-pre-MC,7832
PPIF,1.43E-75,0.360006015,0.84,0.717,3.21E-71,EMP-pre-MC,10105
TAOK3,5.97E-75,0.315571608,0.828,0.653,1.34E-70,EMP-pre-MC,51347
EIF2AK1,9.51E-75,0.265463632,0.785,0.602,2.13E-70,EMP-pre-MC,27102
SENCR,2.41E-74,0.296603416,0.639,0.398,5.40E-70,EMP-pre-MC,100507392
RSRP1,1.23E-73,0.281931614,0.82,0.642,2.75E-69,EMP-pre-MC,57035
TLK1,1.52E-73,0.337343154,0.74,0.556,3.41E-69,EMP-pre-MC,9874
MKRN1,2.29E-73,0.272963262,0.817,0.634,5.12E-69,EMP-pre-MC,23608
TMEM50A,2.53E-73,0.342498998,0.915,0.797,5.67E-69,EMP-pre-MC,23585
EIF1B,3.11E-72,0.274260968,0.929,0.836,6.97E-68,EMP-pre-MC,10289
SCAMP2,5.20E-72,0.264909459,0.76,0.583,1.16E-67,EMP-pre-MC,10066
TADA3,7.56E-72,0.263581645,0.865,0.727,1.69E-67,EMP-pre-MC,10474
NCK2,1.34E-71,0.282066043,0.572,0.356,3.00E-67,EMP-pre-MC,8440
RAMP1,2.66E-71,0.336471597,0.405,0.165,5.96E-67,EMP-pre-MC,10267
VPS25,4.24E-71,0.292873849,0.881,0.742,9.48E-67,EMP-pre-MC,84313
RAB33A,4.29E-71,0.280002254,0.563,0.324,9.59E-67,EMP-pre-MC,9363
FBXW9,4.31E-71,0.308296992,0.497,0.265,9.65E-67,EMP-pre-MC,84261
IL6ST,1.01E-70,0.316672839,0.722,0.528,2.25E-66,EMP-pre-MC,3572
PPM1A,3.79E-70,0.257460726,0.574,0.347,8.48E-66,EMP-pre-MC,5494
WDR1,4.46E-70,0.298476652,0.919,0.849,9.99E-66,EMP-pre-MC,9948
LAPTM5,5.02E-70,0.388924998,0.884,0.77,1.12E-65,EMP-pre-MC,7805
LOXL3,1.05E-69,0.261809426,0.427,0.198,2.35E-65,EMP-pre-MC,84695
TRIM13,2.41E-69,0.253058109,0.619,0.394,5.40E-65,EMP-pre-MC,10206
PPP3R1,7.74E-69,0.253628686,0.679,0.469,1.73E-64,EMP-pre-MC,5534
CMAS,1.62E-68,0.251287966,0.865,0.697,3.62E-64,EMP-pre-MC,55907
C9orf16,1.96E-67,0.272397306,0.971,0.904,4.40E-63,EMP-pre-MC,79095
TRIM56,2.94E-66,0.286712828,0.779,0.573,6.59E-62,EMP-pre-MC,81844
SIAH2,3.34E-66,0.277088206,0.682,0.484,7.48E-62,EMP-pre-MC,6478
ACTB,4.63E-66,0.316794716,1,0.999,1.04E-61,EMP-pre-MC,60
MYL9,1.01E-65,0.637560022,0.777,0.634,2.26E-61,EMP-pre-MC,10398
RTN2,2.22E-65,0.257605209,0.578,0.351,4.97E-61,EMP-pre-MC,6253
FKBP1B,3.03E-65,0.292348343,0.681,0.487,6.79E-61,EMP-pre-MC,2281
DRAP1,5.80E-65,0.268098959,0.966,0.88,1.30E-60,EMP-pre-MC,10589
ACTR3,6.01E-65,0.268479171,0.923,0.841,1.35E-60,EMP-pre-MC,10096
SNRPN,1.24E-64,0.263349808,0.963,0.872,2.78E-60,EMP-pre-MC,6638
UBE2J1,1.58E-64,0.303987971,0.768,0.619,3.54E-60,EMP-pre-MC,51465
ARPC4,1.86E-64,0.261606238,0.953,0.866,4.17E-60,EMP-pre-MC,10093
STK17A,2.94E-64,0.252153958,0.539,0.314,6.59E-60,EMP-pre-MC,9263
MMD,1.78E-63,0.366188146,0.648,0.457,3.99E-59,EMP-pre-MC,23531
SYK,2.67E-63,0.274819352,0.691,0.47,5.97E-59,EMP-pre-MC,6850
NXF3,1.00E-62,0.377153493,0.438,0.211,2.24E-58,EMP-pre-MC,56000
ARL6IP5,5.68E-62,0.273684131,0.819,0.675,1.27E-57,EMP-pre-MC,10550
GAD1,8.32E-62,0.41197767,0.9,0.729,1.86E-57,EMP-pre-MC,2571
MFSD1,1.02E-61,0.265207048,0.651,0.439,2.28E-57,EMP-pre-MC,64747
RGCC,5.30E-61,0.253582412,0.246,0.072,1.19E-56,EMP-pre-MC,28984
SPTLC2,5.67E-61,0.260562578,0.655,0.475,1.27E-56,EMP-pre-MC,9517
TCEAL9,6.26E-61,0.25550798,0.855,0.689,1.40E-56,EMP-pre-MC,51186
DOK1,1.82E-60,0.345153209,0.68,0.516,4.06E-56,EMP-pre-MC,1796
HACD4,1.92E-60,0.280646561,0.662,0.464,4.31E-56,EMP-pre-MC,401494
CD63,1.34E-59,0.367805723,0.992,0.937,3.00E-55,EMP-pre-MC,967
SH3BGRL,1.98E-59,0.277540859,0.92,0.838,4.44E-55,EMP-pre-MC,6451
PPP1R14A,1.38E-58,0.546711014,0.565,0.355,3.09E-54,EMP-pre-MC,94274
CCDC107,2.35E-58,0.27592441,0.657,0.481,5.25E-54,EMP-pre-MC,203260
TRIM24,3.46E-58,0.270380801,0.784,0.633,7.73E-54,EMP-pre-MC,8805
CYB5R3,1.75E-57,0.264773737,0.813,0.688,3.93E-53,EMP-pre-MC,1727
INSIG1,2.96E-57,0.335174931,0.685,0.505,6.62E-53,EMP-pre-MC,3638
IFRD1,4.69E-57,0.290040691,0.64,0.462,1.05E-52,EMP-pre-MC,3475
RAB32,8.26E-57,0.314469175,0.931,0.802,1.85E-52,EMP-pre-MC,10981
RAB32,2.26E-52,0.32597954,0.943,0.813,5.07E-48,Myeloid,10981
ROGDI,3.17E-56,0.263336351,0.736,0.597,7.09E-52,EMP-pre-MC,79641
TAF10,7.78E-56,0.274859156,0.87,0.762,1.74E-51,EMP-pre-MC,6881
AKIRIN2,5.30E-55,0.259652865,0.659,0.479,1.19E-50,EMP-pre-MC,55122
SPINT2,1.27E-54,0.425695344,0.658,0.504,2.84E-50,EMP-pre-MC,10653
GFOD1,1.57E-54,0.27548935,0.625,0.423,3.51E-50,EMP-pre-MC,54438
SMAGP,1.05E-52,0.298468096,0.558,0.364,2.36E-48,EMP-pre-MC,57228
TALDO1,1.11E-52,0.279379983,0.982,0.934,2.49E-48,EMP-pre-MC,6888
LARP6,1.47E-51,0.250280499,0.396,0.196,3.29E-47,EMP-pre-MC,55323
CCL5,3.06E-49,0.261697735,0.148,0.032,6.85E-45,EMP-pre-MC,6352
FAM110A,6.68E-49,0.250973592,0.515,0.325,1.49E-44,EMP-pre-MC,83541
YWHAH,4.26E-48,0.344854618,0.941,0.873,9.54E-44,EMP-pre-MC,7533
RPS27L,6.49E-48,0.297731896,0.987,0.939,1.45E-43,EMP-pre-MC,51065
TSC22D1,4.07E-47,0.572473269,0.897,0.813,9.10E-43,EMP-pre-MC,8848
CPOX,4.19E-46,0.328299282,0.69,0.546,9.38E-42,EMP-pre-MC,1371
MLXIP,8.74E-46,0.265620852,0.714,0.609,1.96E-41,EMP-pre-MC,22877
BIN2,2.96E-44,0.349894948,0.36,0.186,6.63E-40,EMP-pre-MC,51411
ARPC1B,5.86E-41,0.257654807,0.97,0.904,1.31E-36,EMP-pre-MC,10095
LIMA1,8.18E-40,0.267027802,0.645,0.516,1.83E-35,EMP-pre-MC,51474
SAT1,1.85E-37,0.451968101,0.702,0.576,4.13E-33,EMP-pre-MC,6303
SAT1,5.17E-47,0.42018113,0.853,0.571,1.16E-42,Myeloid,6303
TTYH3,2.40E-36,0.253225701,0.565,0.44,5.36E-32,EMP-pre-MC,80727
ORAI2,2.82E-35,0.272073777,0.653,0.531,6.30E-31,EMP-pre-MC,80228
PLP2,1.01E-34,0.286933839,0.634,0.476,2.27E-30,EMP-pre-MC,5355
COTL1,2.17E-38,0.283643631,0.983,0.872,4.86E-34,Myeloid,23406
COTL1,1.57E-31,0.337636862,0.94,0.87,3.51E-27,EMP-pre-MC,23406
DHRS7,1.28E-30,0.260858683,0.497,0.364,2.86E-26,EMP-pre-MC,51635
ITM2B,2.15E-28,0.349084485,0.944,0.872,4.81E-24,EMP-pre-MC,9445
SQLE,6.30E-22,0.259767121,0.847,0.79,1.41E-17,EMP-pre-MC,6713
COL4A2,1.41E-21,0.301564782,0.445,0.339,3.16E-17,EMP-pre-MC,1284
TFPI2,2.93E-10,0.42174059,0.285,0.209,6.55E-06,EMP-pre-MC,7980
CD44,0,1.101223186,0.956,0.353,0,MPP-pre-MC,960
SPINK2,0,0.887435041,0.733,0.107,0,MPP-pre-MC,6691
SMIM24,0,0.531392331,0.704,0.117,0,MPP-pre-MC,284422
SASH3,1.35E-277,0.327416175,0.596,0.086,3.02E-273,MPP-pre-MC,54440
CYTL1,5.17E-73,0.385513752,0.694,0.307,1.16E-68,Myeloid,54360
CYTL1,3.11E-271,1.022306602,0.842,0.265,6.96E-267,MPP-pre-MC,54360
HOPX,4.17E-269,0.671892822,0.733,0.17,9.33E-265,MPP-pre-MC,84525
C1QTNF4,1.01E-266,0.456577861,0.581,0.089,2.25E-262,MPP-pre-MC,114900
RPS18,5.13E-255,0.47610812,0.999,0.999,1.15E-250,MPP-pre-MC,6222
RPL18A,1.93E-250,0.439822281,0.997,0.996,4.32E-246,MPP-pre-MC,6142
CD34,4.82E-250,0.655052792,0.881,0.347,1.08E-245,MPP-pre-MC,947
RPS3,5.95E-250,0.4482901,0.996,0.996,1.33E-245,MPP-pre-MC,6188
RPS2,2.20E-69,0.270678195,1,0.998,4.93E-65,Myeloid,6187
RPS2,1.02E-246,0.447358223,0.999,0.998,2.29E-242,MPP-pre-MC,6187
RPL11,3.55E-234,0.391255348,0.999,0.998,7.95E-230,MPP-pre-MC,6135
EEF1B2,8.95E-230,0.516636602,0.992,0.974,2.00E-225,MPP-pre-MC,1933
MATK,9.31E-229,0.418392789,0.726,0.174,2.08E-224,MPP-pre-MC,4145
MATK,1.29E-169,0.432455385,0.724,0.199,2.88E-165,Myeloid,4145
CD52,1.96E-126,0.598564457,0.631,0.176,4.39E-122,Myeloid,1043
CD52,1.55E-218,0.511823102,0.659,0.151,3.46E-214,MPP-pre-MC,1043
RPL29,6.96E-215,0.367676812,0.995,0.995,1.56E-210,MPP-pre-MC,6159
RPL30,1.50E-214,0.379934835,0.997,0.991,3.35E-210,MPP-pre-MC,6156
RPL7,2.33E-214,0.431786628,1,0.993,5.21E-210,MPP-pre-MC,6129
RPS14,3.42E-214,0.350356039,1,0.999,7.66E-210,MPP-pre-MC,6208
RPL32,3.94E-213,0.331955944,1,0.998,8.81E-209,MPP-pre-MC,6161
ZFP36L2,1.49E-211,0.872386369,0.923,0.499,3.34E-207,MPP-pre-MC,678
ZFP36L2,4.27E-135,0.76250366,0.907,0.519,9.56E-131,Myeloid,678
RPL37A,1.12E-209,0.33436117,1,0.998,2.50E-205,MPP-pre-MC,6168
RPS6,2.14E-206,0.382077088,0.999,0.995,4.79E-202,MPP-pre-MC,6194
ITM2A,1.09E-205,0.670603477,0.775,0.263,2.44E-201,MPP-pre-MC,9452
RPL23,1.39E-203,0.406129075,0.996,0.992,3.10E-199,MPP-pre-MC,9349
RPS15A,7.58E-202,0.374360763,0.995,0.996,1.70E-197,MPP-pre-MC,6210
RPL13,1.94E-201,0.30964375,1,0.999,4.33E-197,MPP-pre-MC,6137
RPSA,4.17E-76,0.276040155,1,0.986,9.34E-72,Myeloid,3921
RPSA,1.13E-200,0.405813686,0.993,0.987,2.53E-196,MPP-pre-MC,3921
RPL35A,2.79E-200,0.33538096,1,0.994,6.25E-196,MPP-pre-MC,6165
RPS5,4.79E-200,0.363975203,0.997,0.989,1.07E-195,MPP-pre-MC,6193
PABPC1,7.17E-199,0.509526656,0.981,0.95,1.61E-194,MPP-pre-MC,26986
RPL5,9.14E-196,0.432219318,0.999,0.99,2.05E-191,MPP-pre-MC,6125
RPL9,1.30E-195,0.379781335,0.999,0.994,2.92E-191,MPP-pre-MC,6133
RPL10A,5.80E-193,0.3951316,0.995,0.987,1.30E-188,MPP-pre-MC,4736
RUNX3,5.97E-193,0.268375318,0.423,0.056,1.34E-188,MPP-pre-MC,864
RPL34,5.84E-192,0.358177016,0.999,0.996,1.31E-187,MPP-pre-MC,6164
RPS19,3.67E-87,0.261770953,0.998,0.999,8.22E-83,Myeloid,6223
RPS19,1.82E-191,0.312750184,1,0.998,4.08E-187,MPP-pre-MC,6223
CDK6,5.83E-190,0.533939608,0.912,0.492,1.31E-185,MPP-pre-MC,1021
RPS23,1.32E-189,0.304110024,1,0.998,2.95E-185,MPP-pre-MC,6228
RPL7A,1.80E-189,0.376857174,0.997,0.993,4.03E-185,MPP-pre-MC,6130
RPL41,3.13E-124,0.331085881,1,1,7.01E-120,Myeloid,6171
RPL41,5.76E-189,0.344842269,1,1,1.29E-184,MPP-pre-MC,6171
RPL37,6.07E-189,0.32835619,1,0.993,1.36E-184,MPP-pre-MC,6167
BCL11A,3.87E-188,0.369673972,0.637,0.161,8.65E-184,MPP-pre-MC,53335
RPS3A,1.36E-187,0.382154196,0.999,0.996,3.05E-183,MPP-pre-MC,6189
RPL6,2.40E-187,0.363635485,0.997,0.993,5.37E-183,MPP-pre-MC,6128
SLC25A6,2.28E-184,0.452008086,0.988,0.961,5.09E-180,MPP-pre-MC,293
RFLNB,1.14E-183,0.522950621,0.884,0.365,2.54E-179,MPP-pre-MC,359845
RFLNB,8.59E-220,1.160378422,0.896,0.386,1.92E-215,Myeloid,359845
RPL13A,1.65E-182,0.338329352,1,0.999,3.69E-178,MPP-pre-MC,23521
GAPT,1.72E-180,0.282528362,0.618,0.153,3.84E-176,MPP-pre-MC,202309
RPL19,2.75E-180,0.277309957,1,0.999,6.15E-176,MPP-pre-MC,6143
PYCARD,5.68E-179,0.487144413,0.932,0.429,1.27E-174,MPP-pre-MC,29108
PYCARD,8.43E-209,0.935816069,0.947,0.449,1.89E-204,Myeloid,29108
RPL28,6.13E-179,0.294291519,1,0.998,1.37E-174,MPP-pre-MC,6158
RPS7,4.84E-178,0.345610604,0.993,0.992,1.08E-173,MPP-pre-MC,6201
RPL14,2.77E-177,0.325608387,1,0.993,6.21E-173,MPP-pre-MC,9045
RPL27A,1.16E-174,0.303388575,0.997,0.998,2.60E-170,MPP-pre-MC,6157
RPL15,2.64E-173,0.30795283,0.999,0.996,5.91E-169,MPP-pre-MC,6138
RPL3,3.17E-171,0.377473147,1,0.997,7.10E-167,MPP-pre-MC,6122
FNBP1,4.47E-170,0.357339045,0.795,0.315,1.00E-165,MPP-pre-MC,23048
RPS8,8.33E-169,0.315454948,0.997,0.995,1.86E-164,MPP-pre-MC,6202
LGALS9,8.94E-168,0.281656972,0.601,0.154,2.00E-163,MPP-pre-MC,3965
RPL12,2.03E-167,0.335271907,1,0.995,4.55E-163,MPP-pre-MC,6136
RPL26,4.66E-167,0.382035226,0.997,0.996,1.04E-162,MPP-pre-MC,6154
RPL23A,1.62E-164,0.314405595,0.993,0.993,3.63E-160,MPP-pre-MC,6147
RPS20,2.27E-163,0.298396816,0.996,0.995,5.07E-159,MPP-pre-MC,6224
RPS25,7.51E-163,0.295024722,0.993,0.993,1.68E-158,MPP-pre-MC,6230
RPL39,1.23E-162,0.304822477,0.997,0.992,2.76E-158,MPP-pre-MC,6170
RPLP1,6.08E-162,0.260784333,1,0.999,1.36E-157,MPP-pre-MC,6176
CORO1A,2.24E-159,0.371257791,0.901,0.374,5.02E-155,MPP-pre-MC,11151
CORO1A,1.04E-224,1.127398556,0.96,0.39,2.32E-220,Myeloid,11151
IGFBP2,1.04E-57,0.336893011,0.943,0.737,2.32E-53,Myeloid,3485
IGFBP2,2.61E-157,0.716286536,0.971,0.723,5.83E-153,MPP-pre-MC,3485
RPS12,3.33E-156,0.311317758,0.999,0.998,7.45E-152,MPP-pre-MC,6206
RPS9,2.50E-155,0.282569305,0.999,0.993,5.59E-151,MPP-pre-MC,6203
RPS13,9.62E-154,0.289176879,0.997,0.992,2.15E-149,MPP-pre-MC,6207
RPL4,8.90E-153,0.3032982,0.986,0.987,1.99E-148,MPP-pre-MC,6124
ARHGEF6,4.84E-151,0.337843411,0.723,0.274,1.08E-146,MPP-pre-MC,9459
LCP1,1.56E-150,0.32305039,0.842,0.313,3.49E-146,MPP-pre-MC,3936
LCP1,1.46E-281,0.876792287,0.936,0.326,3.27E-277,Myeloid,3936
LTC4S,3.42E-150,0.310848243,0.738,0.253,7.66E-146,MPP-pre-MC,4056
LTC4S,7.04E-56,0.28042108,0.631,0.286,1.58E-51,Myeloid,4056
RPS11,6.08E-150,0.289814733,0.997,0.99,1.36E-145,MPP-pre-MC,6205
RPS16,8.12E-150,0.313627589,0.996,0.99,1.82E-145,MPP-pre-MC,6217
RPS16,1.71E-136,0.346864787,0.998,0.99,3.83E-132,Myeloid,6217
RPLP0,2.18E-149,0.287654809,0.993,0.993,4.88E-145,MPP-pre-MC,6175
RACK1,7.53E-149,0.363417133,0.996,0.99,1.69E-144,MPP-pre-MC,10399
CDCA7,1.61E-75,0.324974078,0.828,0.453,3.60E-71,Myeloid,83879
CDCA7,7.85E-149,0.437001596,0.868,0.429,1.76E-144,MPP-pre-MC,83879
RPS10,1.51E-148,0.293701901,0.995,0.985,3.37E-144,MPP-pre-MC,6204
SPI1,1.20E-147,0.396519518,0.918,0.403,2.68E-143,MPP-pre-MC,6688
SPI1,1.15E-247,0.895034529,0.966,0.42,2.57E-243,Myeloid,6688
SLC38A1,4.83E-147,0.405030723,0.832,0.385,1.08E-142,MPP-pre-MC,81539
RPS27A,4.06E-144,0.259002137,0.997,0.997,9.08E-140,MPP-pre-MC,6233
RPL27,4.16E-144,0.278980046,0.997,0.992,9.31E-140,MPP-pre-MC,6155
FAM43A,1.94E-143,0.346778514,0.567,0.161,4.34E-139,MPP-pre-MC,131583
RPS24,5.82E-143,0.343844013,0.997,0.998,1.30E-138,MPP-pre-MC,6229
RPS17,6.52E-142,0.316977716,0.996,0.983,1.46E-137,MPP-pre-MC,6218
RPL18,1.42E-138,0.251750701,0.999,0.994,3.19E-134,MPP-pre-MC,6141
ARHGAP9,6.01E-138,0.257868906,0.674,0.23,1.34E-133,MPP-pre-MC,64333
RPS4X,9.35E-138,0.301661447,1,0.993,2.09E-133,MPP-pre-MC,6191
IGFBP7,2.72E-162,0.65003123,0.805,0.307,6.09E-158,Myeloid,3490
IGFBP7,2.62E-137,0.343914818,0.77,0.29,5.86E-133,MPP-pre-MC,3490
EEF1A1,6.14E-136,0.307344721,1,1,1.37E-131,MPP-pre-MC,1915
HINT1,3.64E-132,0.400267758,0.99,0.947,8.15E-128,MPP-pre-MC,3094
HINT1,4.77E-125,0.462443702,0.996,0.948,1.07E-120,Myeloid,3094
PLPP1,8.21E-127,0.272032493,0.463,0.119,1.84E-122,MPP-pre-MC,8611
EBPL,8.53E-126,0.396774611,0.96,0.665,1.91E-121,MPP-pre-MC,84650
PTPN7,6.83E-70,0.312893084,0.851,0.484,1.53E-65,Myeloid,5778
PTPN7,1.81E-124,0.384915405,0.878,0.463,4.04E-120,MPP-pre-MC,5778
VAMP8,3.15E-189,0.76513812,0.985,0.894,7.05E-185,Myeloid,8673
VAMP8,3.99E-120,0.437798706,0.981,0.89,8.93E-116,MPP-pre-MC,8673
PCBD1,6.03E-120,0.369110231,0.916,0.566,1.35E-115,MPP-pre-MC,5092
CD3D,1.93E-119,0.380974965,0.267,0.035,4.31E-115,MPP-pre-MC,915
LST1,7.19E-244,1.229922263,0.958,0.424,1.61E-239,Myeloid,7940
LST1,3.78E-119,0.318601775,0.875,0.413,8.45E-115,MPP-pre-MC,7940
ADA,8.51E-116,0.298508166,0.77,0.359,1.91E-111,MPP-pre-MC,100
ADA,1.70E-70,0.298262694,0.739,0.38,3.80E-66,Myeloid,100
HMGA2,8.05E-115,0.299366949,0.659,0.259,1.80E-110,MPP-pre-MC,8091
RPS29,1.09E-78,0.265022412,1,0.992,2.44E-74,Myeloid,6235
RPS29,9.82E-112,0.268862492,0.996,0.992,2.20E-107,MPP-pre-MC,6235
EIF4B,1.41E-109,0.383834944,0.959,0.799,3.15E-105,MPP-pre-MC,1975
MYB,1.23E-108,0.317436607,0.775,0.362,2.75E-104,MPP-pre-MC,4602
AKR1A1,4.81E-108,0.350341981,0.93,0.622,1.08E-103,MPP-pre-MC,10327
BTF3,8.21E-105,0.281958013,0.988,0.973,1.84E-100,MPP-pre-MC,689
GYPC,8.51E-98,0.414821316,0.964,0.778,1.91E-93,MPP-pre-MC,2995
NPM3,4.47E-106,0.513646314,0.936,0.737,1.00E-101,Myeloid,10360
NPM3,2.23E-96,0.360312432,0.959,0.725,4.99E-92,MPP-pre-MC,10360
PPA1,2.00E-95,0.381534516,0.963,0.772,4.48E-91,MPP-pre-MC,5464
RNASET2,8.95E-94,0.272970063,0.777,0.396,2.00E-89,MPP-pre-MC,8635
RNASET2,2.14E-105,0.388977872,0.817,0.408,4.78E-101,Myeloid,8635
ARRB2,8.24E-64,0.297844473,0.847,0.528,1.84E-59,Myeloid,409
ARRB2,1.39E-93,0.261403655,0.884,0.507,3.12E-89,MPP-pre-MC,409
NACA,3.59E-93,0.277942287,0.992,0.983,8.04E-89,MPP-pre-MC,4666
EIF3L,5.69E-93,0.352161608,0.964,0.872,1.27E-88,MPP-pre-MC,51386
